,Unnamed: 0,en,ru,EasyNMT_3,EasyNMT_5,EasyNMT_10,3_score,5_score,10_score
66,66,I'm going to go.,Я собираюсь пойти.,Я пойду.,Я пойду.,Я пойду.,0.9933463335037231,0.9933463335037231,0.9933463335037231
67,67,I'm going to go.,Я собираюсь поехать.,Я пойду.,Я пойду.,Я пойду.,0.9933463335037231,0.9933463335037231,0.9933463335037231
68,68,I told them to send me another ticket.,Я сказал им послать мне ещё один билет.,Я сказал им прислать мне еще один билет.,Я сказал им прислать мне еще один билет.,Я сказал им прислать мне еще один билет.,0.998490571975708,0.998490571975708,0.998490571975708
69,69,You're so impatient with me.,У тебя не хватает терпения на меня.,Ты так нетерпелив со мной.,Ты так нетерпелив со мной.,Ты так нетерпелив со мной.,0.9916754961013794,0.9916754961013794,0.9916754961013794
70,70,I can't live that kind of life.,Я так жить не могу.,Я не могу жить такой жизнью.,Я не могу жить такой жизнью.,Я не могу жить такой жизнью.,0.997118353843689,0.997118353843689,0.997118353843689
71,71,I can't live that kind of life.,Я не могу жить такой жизнью.,Я не могу жить такой жизнью.,Я не могу жить такой жизнью.,Я не могу жить такой жизнью.,0.997118353843689,0.997118353843689,0.997118353843689
72,72,I once wanted to be an astrophysicist.,Когда-то я хотел быть астрофизиком.,Однажды я хотел стать астрофизиком.,Однажды я хотел стать астрофизиком.,Однажды я хотел стать астрофизиком.,0.9041945338249207,0.9041945338249207,0.9041945338249207
73,73,I never liked biology.,Я никогда не любил биологию.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,0.9955447316169739,0.9955447316169739,0.9955447316169739
74,74,I never liked biology.,Никогда не любил биологию.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,0.9955447316169739,0.9955447316169739,0.9955447316169739
75,75,I never liked biology.,Я никогда не любила биологию.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,0.9955447316169739,0.9955447316169739,0.9955447316169739
76,76,I never liked biology.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,Мне никогда не нравилась биология.,0.9955447316169739,0.9955447316169739,0.9955447316169739
77,77,The last person I told my idea to thought I was nuts.,"Последний человек, которому я рассказал свою идею, решил, что я сумасшедший.","Последний человек, которому я сказал, что считаю себя сумасшедшим.","Последний человек, которому я сказал, что считаю себя сумасшедшим.","Последний человек, которому я сказал, что считаю себя сумасшедшим.",0.9940536618232727,0.9940536618232727,0.9940536618232727
78,78,"If the world weren't in the shape it is now, I could trust anyone.","Если бы мир не был таким, каков он сейчас, я мог бы доверять людям.","Если бы мир не был таким, как сейчас, я мог бы доверять кому угодно.","Если бы мир не был таким, как сейчас, я мог бы доверять кому угодно.","Если бы мир не был таким, как сейчас, я мог бы доверять кому угодно.",0.9909809231758118,0.9909809231758118,0.9909809231758118
79,79,It is unfortunately true.,"К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.",0.9934410452842712,0.9934410452842712,0.9934410452842712
80,80,It is unfortunately true.,"К несчастью, это правда.","К сожалению, это правда.","К сожалению, это правда.","К сожалению, это правда.",0.9934410452842712,0.9934410452842712,0.9934410452842712
81,81,They are too busy fighting against each other to care for common ideals.,"Они слишком заняты склоками друг с другом, чтобы думать об общих идеалах.","Они слишком заняты борьбой друг с другом, чтобы заботиться об общих идеалах.","Они слишком заняты борьбой друг с другом, чтобы заботиться об общих идеалах.","Они слишком заняты борьбой друг с другом, чтобы заботиться об общих идеалах.",0.9968801736831665,0.9968801736831665,0.9968801736831665
82,82,Most people think I'm crazy.,"Большинство людей думает, что я сумасшедший.","Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.",0.9974266886711121,0.9974266886711121,0.9974266886711121
83,83,Most people think I'm crazy.,"Большинство людей полагают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.",0.9974266886711121,0.9974266886711121,0.9974266886711121
84,84,Most people think I'm crazy.,Большинство людей считают меня сумасшедшим.,"Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.","Большинство людей думают, что я сумасшедший.",0.9974266886711121,0.9974266886711121,0.9974266886711121
85,85,No I'm not; you are!,"Нет, не я, а ты!","Нет, это не я, а ты!","Нет, это не я, а ты!","Нет, это не я, а ты!",0.9916714429855347,0.9916714429855347,0.9916714429855347
86,86,That's MY line!,Это мой ответ!,Это моя реплика!,Это моя реплика!,Это моя реплика!,0.998337984085083,0.998337984085083,0.998337984085083
87,87,That's MY line!,Это я должен был сказать!,Это моя реплика!,Это моя реплика!,Это моя реплика!,0.998337984085083,0.998337984085083,0.998337984085083
88,88,That's MY line!,Ты повторяешь за мной!,Это моя реплика!,Это моя реплика!,Это моя реплика!,0.998337984085083,0.998337984085083,0.998337984085083
89,89,That's MY line!,Это мой текст!,Это моя реплика!,Это моя реплика!,Это моя реплика!,0.998337984085083,0.998337984085083,0.998337984085083
90,90,He's kicking me!,Он меня пинает!,Он пинает меня!,Он пинает меня!,Он пинает меня!,0.9981902241706848,0.9981902241706848,0.9981902241706848
91,91,Are you sure?,Ты уверен?,Ты уверена?,Ты уверена?,Ты уверена?,0.9958581328392029,0.9958581328392029,0.9958581328392029
92,92,Are you sure?,Вы уверены?,Ты уверена?,Ты уверена?,Ты уверена?,0.9958581328392029,0.9958581328392029,0.9958581328392029
93,93,Are you sure?,Ты уверена?,Ты уверена?,Ты уверена?,Ты уверена?,0.9958581328392029,0.9958581328392029,0.9958581328392029
94,94,Are you sure?,Уверен?,Ты уверена?,Ты уверена?,Ты уверена?,0.9958581328392029,0.9958581328392029,0.9958581328392029
95,95,Then there is a problem...,Тогда это проблема...,Тогда есть проблема...,Тогда есть проблема...,Тогда есть проблема...,0,0,0
96,96,"Oh, there's a butterfly!","О, здесь бабочка!","О, это бабочка!","О, это бабочка!","О, это бабочка!",0.9957043528556824,0.9957043528556824,0.9957043528556824
97,97,"Oh, there's a butterfly!","О, гляди, бабочка!","О, это бабочка!","О, это бабочка!","О, это бабочка!",0.9957043528556824,0.9957043528556824,0.9957043528556824
98,98,"Oh, there's a butterfly!","Ой, тут бабочка!","О, это бабочка!","О, это бабочка!","О, это бабочка!",0.9957043528556824,0.9957043528556824,0.9957043528556824
99,99,Hurry up.,Поторапливайся!,Быстрее.,Быстрее.,Быстрее.,0.9915637969970703,0.9915637969970703,0.9915637969970703
100,100,Hurry up.,Быстрей!,Быстрее.,Быстрее.,Быстрее.,0.9915637969970703,0.9915637969970703,0.9915637969970703
101,101,Hurry up.,Скорее!,Быстрее.,Быстрее.,Быстрее.,0.9915637969970703,0.9915637969970703,0.9915637969970703
102,102,Hurry up.,Живей!,Быстрее.,Быстрее.,Быстрее.,0.9915637969970703,0.9915637969970703,0.9915637969970703
103,103,Hurry up.,Давай быстрей.,Быстрее.,Быстрее.,Быстрее.,0.9915637969970703,0.9915637969970703,0.9915637969970703
104,104,It doesn't surprise me.,Это не удивительно.,Меня это не удивляет.,Меня это не удивляет.,Меня это не удивляет.,0.9981024861335754,0.9981024861335754,0.9981024861335754
105,105,It doesn't surprise me.,Меня это не удивляет.,Меня это не удивляет.,Меня это не удивляет.,Меня это не удивляет.,0.9981024861335754,0.9981024861335754,0.9981024861335754
106,106,For some reason I feel more alive at night.,Почему-то по ночам я бодрее.,По какой-то причине ночью я чувствую себя более живым.,По какой-то причине ночью я чувствую себя более живым.,По какой-то причине ночью я чувствую себя более живым.,0.9953088164329529,0.9953088164329529,0.9953088164329529
107,107,It depends on the context.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,0.9973368048667908,0.9973368048667908,0.9973368048667908
108,108,It depends on the context.,Зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,0.9973368048667908,0.9973368048667908,0.9973368048667908
109,109,It depends on the context.,Это зависит от ситуации.,Это зависит от контекста.,Это зависит от контекста.,Это зависит от контекста.,0.9973368048667908,0.9973368048667908,0.9973368048667908
110,110,Are you freaking kidding me?!,Ты шутишь?,"Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!",0.9959412813186646,0.9959412813186646,0.9959412813186646
111,111,Are you freaking kidding me?!,"Это что, шутка такая?","Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!",0.9959412813186646,0.9959412813186646,0.9959412813186646
112,112,Are you freaking kidding me?!,Ты тут со мной шутки шутишь?!,"Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!",0.9959412813186646,0.9959412813186646,0.9959412813186646
113,113,Are you freaking kidding me?!,"Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!",0.9959412813186646,0.9959412813186646,0.9959412813186646
114,114,Are you freaking kidding me?!,"Да ты издеваешься, что ли?","Ты что, издеваешься?!","Ты что, издеваешься?!","Ты что, издеваешься?!",0.9959412813186646,0.9959412813186646,0.9959412813186646
115,115,That's the stupidest thing I've ever said.,"Это самая глупая вещь, которую я когда-либо говорил.","Это самая глупая вещь, которую я когда-либо говорил.","Это самая глупая вещь, которую я когда-либо говорил.","Это самая глупая вещь, которую я когда-либо говорил.",0.9955226182937622,0.9955226182937622,0.9955226182937622
116,116,I don't want to be lame; I want to be cool!!,"Я не хочу быть жалким, я хочу быть крутым!!","Я не хочу быть отстойной, я хочу быть крутой!!","Я не хочу быть отстойной, я хочу быть крутой!!","Я не хочу быть отстойной, я хочу быть крутой!!",0.9922404289245605,0.9922404289245605,0.9922404289245605
117,117,"When I grow up, I want to be a king.","Когда я вырасту, я хочу стать королём.","Когда я вырасту, я хочу быть королем.","Когда я вырасту, я хочу быть королем.","Когда я вырасту, я хочу быть королем.",0,0,0
118,118,"When I grow up, I want to be a king.","Я хочу стать королём, когда вырасту.","Когда я вырасту, я хочу быть королем.","Когда я вырасту, я хочу быть королем.","Когда я вырасту, я хочу быть королем.",0,0,0
119,119,"America is a lovely place to be, if you are here to earn money.","Америка - это очень милое место, если вы находитесь здесь с целью заработать деньги.","Америка - это прекрасное место, если ты здесь, чтобы заработать деньги.","Америка - это прекрасное место, если ты здесь, чтобы заработать деньги.","Америка - это прекрасное место, если ты здесь, чтобы заработать деньги.",0.9808201193809509,0.9808201193809509,0.9808201193809509
120,120,I'm so fat.,Я такой жирный.,Я такая толстая.,Я такая толстая.,Я такая толстая.,0.995059609413147,0.995059609413147,0.995059609413147
121,121,I'm so fat.,Я такая толстая.,Я такая толстая.,Я такая толстая.,Я такая толстая.,0.995059609413147,0.995059609413147,0.995059609413147
122,122,I'm so fat.,Я такой толстый.,Я такая толстая.,Я такая толстая.,Я такая толстая.,0.995059609413147,0.995059609413147,0.995059609413147
123,123,So what?,Так что?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
124,124,So what?,Ну и что?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
125,125,So what?,Ну?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
126,126,So what?,И что?,И что?,И что?,И что?,0.9975023865699768,0.9975023865699768,0.9975023865699768
127,127,I'm gonna shoot him.,Я пристрелю его.,Я пристрелю его.,Я пристрелю его.,Я пристрелю его.,0.9964082837104797,0.9964082837104797,0.9964082837104797
128,128,"I'm not a real fish, I'm just a mere plushy.",Я не настоящая рыба; я всего лишь плюшевая игрушка.,"Я не настоящая рыба, я просто плюшевая.","Я не настоящая рыба, я просто плюшевая.","Я не настоящая рыба, я просто плюшевая.",0.9910939335823059,0.9910939335823059,0.9910939335823059
129,129,I'm just saying!,Я всего лишь говорю!,Я просто говорю!,Я просто говорю!,Я просто говорю!,0.9974358677864075,0.9974358677864075,0.9974358677864075
130,130,That was probably what influenced their decision.,"Скорее всего, это и повлияло на их решение.","Наверное, именно это повлияло на их решение.","Наверное, именно это повлияло на их решение.","Наверное, именно это повлияло на их решение.",0.9976761937141418,0.9976761937141418,0.9976761937141418
131,131,I've always wondered what it'd be like to have siblings.,"Мне всегда было интересно, как это - иметь братьев и сестер.","Мне всегда было интересно, каково это, иметь братьев и сестер.","Мне всегда было интересно, каково это, иметь братьев и сестер.","Мне всегда было интересно, каково это, иметь братьев и сестер.",0.9802711009979248,0.9802711009979248,0.9802711009979248
132,132,This is what I would have said.,Я бы так и сказал.,Я бы так и сказал.,Я бы так и сказал.,Я бы так и сказал.,0.9967436790466309,0.9967436790466309,0.9967436790466309
133,133,It would take forever for me to explain everything.,"Мне потребовалась бы вечность, чтобы всё объяснить.","Мне потребуется вечность, чтобы всё объяснить.","Мне потребуется целая вечность, чтобы всё объяснить.","Мне потребуется целая вечность, чтобы всё объяснить.",0.9974492192268372,0.997492790222168,0.997492790222168
134,134,That's because you're a girl.,"Это потому, что ты девушка.","Это потому, что ты девушка.","Это потому, что ты девушка.","Это потому, что ты девушка.",0.9820963144302368,0.9820963144302368,0.9820963144302368
135,135,That's because you're a girl.,"Это потому, что ты девочка.","Это потому, что ты девушка.","Это потому, что ты девушка.","Это потому, что ты девушка.",0.9820963144302368,0.9820963144302368,0.9820963144302368
136,136,Sometimes I can't help showing emotions.,Иногда я не могу сдержать эмоций.,Иногда я не могу не проявить эмоции.,Иногда я не могу не проявить эмоции.,Иногда я не могу не проявить эмоции.,0.9965153932571411,0.9965153932571411,0.9965153932571411
137,137,It's a word I'd like to find a substitute for.,"Это и есть то слово, для которого я хотел бы найти замену.","Это слово, которое я хотел бы заменить.","Это слово, которое я хотел бы заменить.","Это слово, которое я хотел бы заменить.",0.9947165846824646,0.9947165846824646,0.9947165846824646
138,138,It would be something I'd have to program.,"Это было что-то, что я должен был запрограммировать.","Это будет что-то, что мне придется запрограммировать.","Это будет что-то, что мне придется запрограммировать.","Это будет что-то, что мне придется запрограммировать.",0.9936000108718872,0.9936000108718872,0.9936000108718872
139,139,I don't intend to be selfish.,Я не хочу быть эгоистичным.,Я не собираюсь быть эгоистом.,Я не собираюсь быть эгоистом.,Я не собираюсь быть эгоистом.,0.9972796440124512,0.9972796440124512,0.9972796440124512
140,140,Let's consider the worst that could happen.,"Давай подумаем, что может произойти в худшем случае.","Давайте рассмотрим худшее, что может случиться.","Давайте рассмотрим худшее, что может случиться.","Давайте рассмотрим худшее, что может случиться.",0.9967724680900574,0.9967724680900574,0.9967724680900574
141,141,Let's consider the worst that could happen.,Давайте рассмотрим худший из вариантов.,"Давайте рассмотрим худшее, что может случиться.","Давайте рассмотрим худшее, что может случиться.","Давайте рассмотрим худшее, что может случиться.",0.9967724680900574,0.9967724680900574,0.9967724680900574
